danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode
0.598,0.685,G,-3.873,major,0.0679,6.28e-4,0,0.149,0.712,137.035,5hbytEkl5hUB5iRb0cCtZi,153347,4,G major
0.442,0.774,G#,-5.538,minor,0.198,0.0943,0,0.0329,0.377,139.775,36Hwcla06Q5BCr59CL0sBp,247947,4,G# minor
0.737,0.833,C#,-4.879,major,0.0358,7.98e-4,0.12,0.228,0.764,132.965,7AQjiRtIpr33P8UT98iveh,212280,4,C# major
0.739,0.818,C#,-4.895,major,0.036,8.17e-4,0.0502,0.13,0.738,132.966,3UQ8Ajq7YWMeCO4VvQ2qr9,212280,4,C# major
0.689,0.745,A,-4.62,major,0.0278,0.00521,0,0.0769,0.466,139.976,4r8KKPMMcY3ysHAdJagj71,208493,4,A major
0.805,0.852,G,-2.431,major,0.0363,0.00501,3.43e-4,0.0599,0.881,113.999,0UWGKR6b4nJCvK7Q1yjgjh,211080,4,G major
0.804,0.865,G,-2.432,major,0.0363,0.00596,3.53e-4,0.0527,0.884,114.001,6URcKBxPBPc2EeoYWaS03e,211080,4,G major
0.684,0.606,F,-7.268,minor,0.0504,0.17,0,0.058,0.723,127.901,6TlRNJaezOdzdECnQeRuMM,275107,4,F minor
0.442,0.85,F#,-3.888,major,0.0362,0.002,1.93e-6,0.199,0.338,143.981,6AWcq9U7lJd2sWtOJYZDTJ,255652,4,F# major
0.461,0.855,F#,-3.235,major,0.0338,0.00416,7.14e-6,0.19,0.383,143.918,7KPTwEENcZ5r4KJ6FHmhLP,255253,4,F# major
0.458,0.719,E,-3.921,minor,0.0323,0.189,0,0.228,0.168,142.032,54JKnDB3CzVu8wNAOM27BI,240493,4,E minor
0.53,0.746,F#,-3.304,minor,0.0383,0.292,0,0.113,0.302,147.875,6wRE8kmifxIM1zd7pPdnRb,199773,4,F# minor
0.502,0.786,F#,-2.195,minor,0.0425,0.243,0,0.157,0.28,147.939,3SjQ4I8IHB8HljhIrkGq3G,198987,4,F# minor
0.519,0.749,F#,-3.318,minor,0.0405,0.271,0,0.119,0.29,147.905,0ZUo4YjG4saFnEJhdWp9Bt,199947,4,F# minor
0.502,0.786,F#,-2.195,minor,0.0425,0.243,0,0.157,0.28,147.939,2y0VpKlvRqgJmUgbYbMHPL,198987,4,F# minor
0.423,0.94,C#,-4.012,minor,0.0635,0.00166,0,0.178,0.505,149.934,6GIrIt2M39wEGwjCQjGChX,206520,4,C# minor
0.443,0.605,F,-5.823,minor,0.075,0.321,0,0.322,0.535,121.479,6M7YdzNxiR8M0lmnrmuADN,228267,5,F minor
0.444,0.951,D#,-2.214,major,0.053900000000000003,2.52e-5,0,0.185,0.492,130.816,1ulUFxgzmzEXirunayK7qi,203640,4,D# major
0.517,0.906,C#,-3.677,major,0.0735,0.00272,9.26e-6,0.113,0.731,172.977,3l9CW99AHtExIRV4hW2N5m,211520,4,C# major
0.756,0.768,C#,-3.458,major,0.0347,0.197,0,0.163,0.698,119.944,57ZMU5IOyTnam00807h01H,246467,4,C# major
0.623,0.93,F,-5.285,major,0.0324,0.0141,1.64e-6,0.138,0.287,120.119,386rEbPbI0gtkUIVwVn3Zz,205613,4,F major
0.623,0.93,F,-5.285,major,0.0324,0.0141,1.64e-6,0.138,0.287,120.119,4wfyFIRnxdIN0v4OGtXcX3,205613,4,F major
0.528,0.745,G,-7.683,major,0.053900000000000003,0.0424,1.68e-5,0.257,0.784,177.835,41OvINy2RjLet11iW849vX,208560,4,G major
0.569,0.596,G#,-6.486,major,0.171,0.457,8.99e-5,0.205,0.757,93.134,2t0nY5JEPcqkp3aeN9kZMK,217347,4,G# major
0.305,0.304,B,-8.383,major,0.0285,0.823,0,0.67,0.341,145.49,3xzrGF6yC8xyCxYIM6v2uQ,252720,4,B major
0.305,0.304,B,-8.383,major,0.0285,0.823,0,0.67,0.341,145.49,3opmoDn4nG2eZWPjI8B7Bg,252720,4,B major
0.606,0.591,C,-7.228,minor,0.087,0.0756,0,0.327,0.477,95.802,5mGcKjjsEwGUlrwurBWJx5,252973,4,C minor
0.761,0.69,B,-5.56,major,0.11,0.0225,0,0.34,0.742,114.987,1zDktFfxMn3EsbnJORe8pX,235480,4,B major
0.558,0.896,C,-3.687,major,0.0545,0.0316,0,0.528,0.63,90.064,5jFid6SUnYqohvNvNuZvIz,213653,4,C major
0.475,0.857,C,-2.91,major,0.0631,0.0419,1.66e-6,0.179,0.737,72.494,53e2iXhhuDfhcrzIWDpL2D,214947,4,C major
0.513,0.547,A#,-6.289,major,0.0257,0.017,0.00637,0.117,0.154,99.942,60oZARTE1kCh5ntBfeO1XB,194720,4,A# major
0.514,0.554,A#,-6.338,major,0.0258,0.0174,0.00572,0.118,0.171,99.947,7gfzBsM4xaMb8c2WdpzEat,194653,4,A# major
0.617,0.422,A#,-6.794,major,0.0239,0.303,0,0.123,0.264,99.966,7zMcNqs55Mxer82bvZFkpg,203040,4,A# major
0.499,0.61,G#,-5.11,minor,0.135,0.473,0,0.0722,0.436,172.969,38JAoElYA1uD3EPi09Iy1a,260773,3,G# minor
0.474,0.904,B,-3.54,major,0.146,0.00413,0,0.31,0.778,149.262,7BAtaHUQzlOE1LGKIca7RN,164973,4,B major
0.527,0.696,C#,-6.015,minor,0.361,0.209,0,0.0516,0.499,100.614,1OuvgRAlApfbRinqPze2f1,244760,4,C# minor
0.527,0.696,C#,-6.015,minor,0.361,0.209,0,0.0516,0.499,100.614,7cV0VQRgQFZBfhzf4AOjUO,244760,4,C# minor
0.888,0.772,F#,-6.164,major,0.0533,0.109,2.53e-5,0.0463,0.869,118.998,6jWEPpvM9BDr73wFOmdXtb,241520,4,F# major
0.767,0.692,G,-7.469,major,0.301,0.0326,0,0.334,0.538,97.146,7cqrkRcZsuILTMEkpqNFzT,203627,4,G major
0.641,0.942,B,-3.437,minor,0.043,0.146,0,0.224,0.876,105.999,06oFkihdWaUvtEnzpEIaM6,208107,4,B minor
0.591,0.824,G,-5.531,major,0.0524,0.12,0.0915,0.405,0.907,133.488,7ETAlioMqLiN1CwL59vJNl,296013,4,G major
0.557,0.856,G,-5.294,major,0.0687,0.0882,0.0326,0.681,0.846,133.527,0UCQ9RkNu2cjZclKFMwvEL,289413,4,G major
0.589,0.829,G,-5.795,major,0.0519,0.127,0.137,0.448,0.911,133.531,6Pm3R53h5negeVYwXBqsO1,295667,4,G major
0.686,0.688,F#,-4.981,minor,0.0254,0.39,1.03e-6,0.0924,0.493,123.125,4T6HLdP6OcAtqC6tGnQelG,212373,4,F# minor
0.791,0.816,C,-4.307,minor,0.0353,0.0461,5.59e-6,0.315,0.886,121.016,2JYfOWlrwIpuAP9YuK2X55,208907,4,C minor
0.427,0.853,E,-4.517,major,0.0385,0.00465,0,0.307,0.322,168.087,0X25O8wEHLTWDiNFYriioP,268407,4,E major
0.499,0.857,E,-4.501,major,0.0374,0.00476,0,0.102,0.324,83.977,6xRMwzjtb7bEbDFYP97jQB,266587,4,E major
0.688,0.477,A,-6.681,major,0.036,0.594,0,0.115,0.257,127.866,1lkvpmrCaXK8QtliFDcHBO,196227,4,A major
0.617,0.688,A,-4.959,major,0.0279,0.0407,0,0.0859,0.442,128.968,1IPFnPe6YsyzGePYS3ME2v,208573,4,A major
0.587,0.728,A,-3.661,major,0.0285,0.0453,0,0.0971,0.468,128.904,0VbKwqG66vbnoXBKD3Ax3g,209107,4,A major
0.675,0.68,E,-5.01,minor,0.256,0.0655,0,0.354,0.845,155.698,1mg9Ausg2L3bgBjVEKowNh,259040,4,E minor
0.579,0.651,F,-6.284,major,0.0288,0.27,0.0017,0.083,0.38,148.023,7ssnJDUApRH28YkEWTc9z9,216867,4,F major
0.433,0.959,A,-4.04,major,0.0431,9.17e-4,0,0.028,0.365,172.984,7x8dCjCr0x6x2lXKujYD34,269373,4,A major
0.621,0.883,C#,-5.383,minor,0.0305,0.00854,3.37e-5,0.0576,0.734,105.993,6sLOx9Y61JMhnScunGzo4g,266600,4,C# minor
0.423,0.922,D#,-2.602,major,0.0411,0.017,0,0.104,0.567,156.063,2WR6FxNzomkQgJsvEw09bO,204661,4,D# major
0.446,0.929,D#,-2.537,major,0.0422,0.0164,0,0.103,0.577,155.991,2anSrP8wMQyosFFbaUP8kL,206440,4,D# major
0.678,0.462,F,-8.238,major,0.0315,0.231,0,0.266,0.466,98.006,3ghgAmeoqtaCQuBZvbxZUs,216893,4,F major
0.542,0.932,E,-4.896,major,0.05,0.0747,0,0.613,0.698,140.135,78gsvivelCP8Kh0tSRTy8D,164760,4,E major
0.683,0.9,A,-4.422,major,0.0333,0.0439,0,0.177,0.962,117.036,539dFCMA8lfEElDPgGpcIB,242800,4,A major
0.631,0.949,E,-2.671,minor,0.0591,0.0302,0,0.0882,0.969,164.118,7nKOPOosPKm9M4KeTdmuMp,201307,4,E minor
0.629,0.943,E,-2.606,minor,0.0578,0.0266,0,0.0997,0.965,164.085,5gy2UbGmeAf9sacR3OIBUM,201307,4,E minor
0.644,0.835,G,-2.583,major,0.0449,0.294,5.1e-6,0.0751,0.681,100.968,1NrGMc76fXZSh4Ae8AiLVr,233093,4,G major
0.711,0.819,F,-6.209,major,0.0338,0.226,6.8e-5,0.112,0.458,92.408,0mz9YzKtyqvlIkOZVzyBZi,291107,4,F major
0.785,0.582,F,-4.877,minor,0.237,0.191,0,0.2,0.861,71.774,07Tx168RSsUS1HqkDIOZbH,231360,4,F minor
0.605,0.386,G#,-8.008,major,0.0337,0.553,0,0.152,0.148,132.885,6v7fitqxmK10n5bQS2AqpA,195907,4,G# major
0.573,0.53,G#,-5.184,major,0.0258,0.232,0,0.133,0.191,133.877,3dS2fOYTy6Ve3SAnWL39bA,193293,4,G# major
0.616,0.627,F,-6.063,minor,0.0511,0.015,0,0.807,0.0963,80.055,7HY5io2QY4dtAiC6IJEbAD,271600,4,F minor
0.563,0.818,F#,-4.655,major,0.0281,0.00514,0.00126,0.315,0.849,120.039,2xvQPmfsJzbqn1QAZOZUeu,201120,4,F# major
0.583,0.782,F#,-5.328,major,0.027,0.00499,1.31e-4,0.145,0.682,120.024,3JrD5PQbOAgGTKhts9Te6d,199560,4,F# major
0.574,0.779,F#,-5.304,major,0.0269,0.00535,3.29e-4,0.143,0.682,120.043,1Cpsuw3feip8MfLCmAVCnT,199560,4,F# major
0.574,0.779,F#,-5.304,major,0.0269,0.00535,3.29e-4,0.143,0.682,120.043,5kWJbCMwbRRyr0kaQ8cOr9,199560,4,F# major
0.654,0.614,G#,-6.033,major,0.03,0.0325,0,0.0963,0.073,118.019,5aalusOiri48s0ZdPBTfvJ,184400,4,G# major
0.656,0.609,G#,-6.025,major,0.0285,0.0357,0,0.0973,0.0872,118.036,76MdMwQ4yiw1wIbA16sOrA,184400,4,G# major
0.467,0.859,E,-3.519,major,0.0593,0.036,0,0.178,0.836,110.773,4ysna0NWUk08Le3vU4x0iV,162200,4,E major
0.463,0.857,E,-3.063,major,0.0632,0.0506,0,0.184,0.856,111.647,7j31rVgGX9Q2blT92VBEA0,161920,4,E major
0.463,0.857,E,-3.063,major,0.0632,0.0506,0,0.184,0.856,111.647,78OBZL4Z6QHdwwloWIh0Lt,161920,4,E major
0.865,0.829,C,-6.981,minor,0.315,0.0673,0,0.253,0.651,96.511,0IIjzZOIMEIT41HeQXPiJc,205813,4,C minor
0.814,0.713,C#,-5.089,major,0.107,0.0162,0,0.123,0.145,174.264,1OeTY85K4i1I7kNnvESfeb,200933,4,C# major
0.571,0.759,D,-4.737,major,0.028,0.0438,0,0.12,0.537,80.037,2FK6vzPj87ouVnzrbvdfEv,236347,4,D major
0.426,0.784,D#,-3.225,major,0.0421,0.306,0,0.0695,0.272,147.939,6xfL1KzGxg48ACVlQE9qXr,225213,3,D# major
0.406,0.797,D#,-1.927,major,0.0401,0.341,0,0.0836,0.265,147.607,19TjLu6gqu4F1BDjgXOkP9,224707,3,D# major
0.406,0.797,D#,-1.927,major,0.0401,0.341,0,0.0836,0.265,147.607,46Qsxvpw6NlaHXvktTeUn4,224707,3,D# major
0.424,0.632,A,-7.243,major,0.0922,0.021,0.0117,0.0545,0.356,97.694,09QZAEmdbq28OaNyqTOEvY,254533,4,A major
0.657,0.291,D,-10.572,major,0.0293,0.872,0,0.114,0.298,103.973,4RCWB3V8V0dignt99LZ8vH,232533,4,D major
0.51,0.376,D,-10.995,major,0.0307,0.865,1.21e-4,0.113,0.321,103.851,0xM88xobymkMgg46MStfnV,232853,4,D major
0.581,0.827,C#,-4.566,major,0.141,0.0101,0,0.0522,0.549,174.013,5i66xrvSh1MjjyDd6zcwgj,275987,4,C# major
0.585,0.833,C#,-4.569,major,0.113,0.00923,0,0.0452,0.597,174.01,0a1vOhpBblkpapGPICEngd,275987,4,C# major
0.727,0.807,D#,-6.479,minor,0.106,0.185,0.757,0.3,0.722,114.711,4jfN51BCLOcCIH3nSEmsp2,179147,4,D# minor
0.73,0.807,D#,-6.475,minor,0.114,0.179,0.718,0.28,0.727,114.715,5J7iGuzi7Nj8SGvt0TAVzK,179280,4,D# minor
0.61,0.946,F#,-3.729,major,0.0433,0.00738,1.61e-6,0.692,0.904,119.959,1OacSoamuRRkgDMPQkwm1P,228027,4,F# major
0.817,0.402,G#,-8.045,major,0.091,0.054,0,0.219,0.463,104.911,1LqwRwWwVM7TsDunwR2xlt,238800,4,G# major
0.828,0.392,G#,-8.099,major,0.0742,0.0663,0,0.162,0.459,104.919,6iEcSU3TGinx759dss627V,240107,4,G# major
0.607,0.599,B,-6.886,major,0.0995,0.33,0,0.199,0.562,86.491,6Nk5pQqP1DXq5ngPVST0Bc,253573,4,B major
0.805,0.852,G,-2.431,major,0.0363,0.00501,3.43e-4,0.0599,0.881,113.999,0UWGKR6b4nJCvK7Q1yjgjh,211080,4,G major
0.804,0.865,G,-2.432,major,0.0363,0.00596,3.53e-4,0.0527,0.884,114.001,6URcKBxPBPc2EeoYWaS03e,211080,4,G major
0.737,0.833,C#,-4.879,major,0.0358,7.98e-4,0.12,0.228,0.764,132.965,7AQjiRtIpr33P8UT98iveh,212280,4,C# major
0.739,0.818,C#,-4.895,major,0.036,8.17e-4,0.0502,0.13,0.738,132.966,3UQ8Ajq7YWMeCO4VvQ2qr9,212280,4,C# major
0.475,0.857,C,-2.91,major,0.0631,0.0419,1.66e-6,0.179,0.737,72.494,53e2iXhhuDfhcrzIWDpL2D,214947,4,C major
0.606,0.591,C,-7.228,minor,0.087,0.0756,0,0.327,0.477,95.802,5mGcKjjsEwGUlrwurBWJx5,252973,4,C minor
0.623,0.93,F,-5.285,major,0.0324,0.0141,1.64e-6,0.138,0.287,120.119,386rEbPbI0gtkUIVwVn3Zz,205613,4,F major
0.623,0.93,F,-5.285,major,0.0324,0.0141,1.64e-6,0.138,0.287,120.119,4wfyFIRnxdIN0v4OGtXcX3,205613,4,F major
0.56,0.959,G,-2.433,major,0.102,7.38e-4,2.06e-4,0.209,0.67,163.983,45hOioMDJktr86iKDHC8gr,216600,4,G major
0.745,0.666,A,-5.899,major,0.0566,0.159,0,0.302,0.708,129.995,3z9e4Y8W13d3bywm1jXyiR,241933,4,A major
0.621,0.892,C,-3.342,major,0.0439,0.0541,0,0.321,0.698,143.997,3qoFdhS8hFq2m0v5pzAf0H,255800,4,C major
0.53,0.746,F#,-3.304,minor,0.0383,0.292,0,0.113,0.302,147.875,6wRE8kmifxIM1zd7pPdnRb,199773,4,F# minor
0.502,0.786,F#,-2.195,minor,0.0425,0.243,0,0.157,0.28,147.939,3SjQ4I8IHB8HljhIrkGq3G,198987,4,F# minor
0.519,0.749,F#,-3.318,minor,0.0405,0.271,0,0.119,0.29,147.905,0ZUo4YjG4saFnEJhdWp9Bt,199947,4,F# minor
0.502,0.786,F#,-2.195,minor,0.0425,0.243,0,0.157,0.28,147.939,2y0VpKlvRqgJmUgbYbMHPL,198987,4,F# minor
0.442,0.85,F#,-3.888,major,0.0362,0.002,1.93e-6,0.199,0.338,143.981,6AWcq9U7lJd2sWtOJYZDTJ,255652,4,F# major
0.461,0.855,F#,-3.235,major,0.0338,0.00416,7.14e-6,0.19,0.383,143.918,7KPTwEENcZ5r4KJ6FHmhLP,255253,4,F# major
0.423,0.94,C#,-4.012,minor,0.0635,0.00166,0,0.178,0.505,149.934,6GIrIt2M39wEGwjCQjGChX,206520,4,C# minor
0.756,0.768,C#,-3.458,major,0.0347,0.197,0,0.163,0.698,119.944,57ZMU5IOyTnam00807h01H,246467,4,C# major
0.528,0.745,G,-7.683,major,0.053900000000000003,0.0424,1.68e-5,0.257,0.784,177.835,41OvINy2RjLet11iW849vX,208560,4,G major
0.444,0.951,D#,-2.214,major,0.053900000000000003,2.52e-5,0,0.185,0.492,130.816,1ulUFxgzmzEXirunayK7qi,203640,4,D# major
0.767,0.692,G,-7.469,major,0.301,0.0326,0,0.334,0.538,97.146,7cqrkRcZsuILTMEkpqNFzT,203627,4,G major
0.513,0.547,A#,-6.289,major,0.0257,0.017,0.00637,0.117,0.154,99.942,60oZARTE1kCh5ntBfeO1XB,194720,4,A# major
0.514,0.554,A#,-6.338,major,0.0258,0.0174,0.00572,0.118,0.171,99.947,7gfzBsM4xaMb8c2WdpzEat,194653,4,A# major
0.617,0.422,A#,-6.794,major,0.0239,0.303,0,0.123,0.264,99.966,7zMcNqs55Mxer82bvZFkpg,203040,4,A# major
0.707,0.889,C,-3.707,major,0.0522,0.00108,0,0.0324,0.894,141.003,2IDxDw5hr9wocaybpuhCya,214387,4,C major
0.812,0.773,C,-6.465,major,0.217,0.307,0,0.0966,0.545,131.05,4N0tDOF2bo9JEpSqLNlpjq,246596,4,C major
0.443,0.605,F,-5.823,minor,0.075,0.321,0,0.322,0.535,121.479,6M7YdzNxiR8M0lmnrmuADN,228267,5,F minor
0.458,0.719,E,-3.921,minor,0.0323,0.189,0,0.228,0.168,142.032,54JKnDB3CzVu8wNAOM27BI,240493,4,E minor
0.978,0.696,G#,-4.962,major,0.064,0.208,0.00705,0.107,0.794,110.626,2ZywWclH5KN0I1LveBqOvs,234080,4,G# major
0.978,0.687,G#,-4.957,major,0.0646,0.197,0.00708,0.107,0.784,110.616,2KjpWqvSKoQh0XIAywplWn,234057,4,G# major
0.81,0.728,F#,-5.041,major,0.214,0.232,0,0.31,0.817,94.961,7v4FolA9c2D0Fr4IlhmaZK,238333,4,F# major
0.569,0.596,G#,-6.486,major,0.171,0.457,8.99e-5,0.205,0.757,93.134,2t0nY5JEPcqkp3aeN9kZMK,217347,4,G# major
0.689,0.745,A,-4.62,major,0.0278,0.00521,0,0.0769,0.466,139.976,4r8KKPMMcY3ysHAdJagj71,208493,4,A major
0.499,0.61,G#,-5.11,minor,0.135,0.473,0,0.0722,0.436,172.969,38JAoElYA1uD3EPi09Iy1a,260773,3,G# minor
0.711,0.819,F,-6.209,major,0.0338,0.226,6.8e-5,0.112,0.458,92.408,0mz9YzKtyqvlIkOZVzyBZi,291107,4,F major
0.621,0.883,C#,-5.383,minor,0.0305,0.00854,3.37e-5,0.0576,0.734,105.993,6sLOx9Y61JMhnScunGzo4g,266600,4,C# minor
0.678,0.462,F,-8.238,major,0.0315,0.231,0,0.266,0.466,98.006,3ghgAmeoqtaCQuBZvbxZUs,216893,4,F major
0.516,0.91,G,-2.996,minor,0.0707,0.00145,0.00773,0.212,0.489,145.929,1GgmJnsrGkrOXfdFU3B7Re,216667,4,G minor
0.514,0.91,G,-2.978,minor,0.0714,0.00168,0.00187,0.224,0.472,145.907,6XtRmq9BKb2ubCk0FCheGz,217293,4,G minor
0.676,0.73,C#,-5.963,major,0.267,0.00193,0,0.0627,0.489,178.117,2vJzEK1MO20ZUWdudfgqwl,215853,4,C# major
0.727,0.71,E,-6.142,major,0.0742,0.0104,0,0.107,0.378,81.995,5tl0N8zfZk2wMcziSH0ySP,287480,4,E major
0.424,0.632,A,-7.243,major,0.0922,0.021,0.0117,0.0545,0.356,97.694,09QZAEmdbq28OaNyqTOEvY,254533,4,A major
0.686,0.688,F#,-4.981,minor,0.0254,0.39,1.03e-6,0.0924,0.493,123.125,4T6HLdP6OcAtqC6tGnQelG,212373,4,F# minor
0.641,0.942,B,-3.437,minor,0.043,0.146,0,0.224,0.876,105.999,06oFkihdWaUvtEnzpEIaM6,208107,4,B minor
0.593,0.977,A#,-4.187,minor,0.0638,0.0518,9.25e-6,0.329,0.782,131.969,0Dx2DYQCX124KfG9k8ZB5P,202627,4,A# minor
0.591,0.977,A#,-4.188,minor,0.0663,0.065,3.94e-6,0.356,0.806,131.986,3kvksMSeyyMKMmaeTDZbqC,200773,4,A# minor
0.593,0.97,A#,-4.187,minor,0.0716,0.0703,8.84e-6,0.314,0.809,131.995,1GBknQ67DCfKTPms1dw9EW,200827,4,A# minor
0.467,0.859,E,-3.519,major,0.0593,0.036,0,0.178,0.836,110.773,4ysna0NWUk08Le3vU4x0iV,162200,4,E major
0.463,0.857,E,-3.063,major,0.0632,0.0506,0,0.184,0.856,111.647,7j31rVgGX9Q2blT92VBEA0,161920,4,E major
0.463,0.857,E,-3.063,major,0.0632,0.0506,0,0.184,0.856,111.647,78OBZL4Z6QHdwwloWIh0Lt,161920,4,E major
0.865,0.829,C,-6.981,minor,0.315,0.0673,0,0.253,0.651,96.511,0IIjzZOIMEIT41HeQXPiJc,205813,4,C minor
0.558,0.896,C,-3.687,major,0.0545,0.0316,0,0.528,0.63,90.064,5jFid6SUnYqohvNvNuZvIz,213653,4,C major
0.486,0.434,C,-10.087,minor,0.434,0.509,0,0.458,0.623,76.367,5ZMuqGyjA91B4WLEh0gfwa,353640,3,C minor
0.632,0.936,C,-3.3,major,0.057,0.0431,0,0.353,0.856,143.991,7a3DxYQZM9T69gpiv7BK6g,190853,4,C major
0.617,0.688,A,-4.959,major,0.0279,0.0407,0,0.0859,0.442,128.968,1IPFnPe6YsyzGePYS3ME2v,208573,4,A major
0.587,0.728,A,-3.661,major,0.0285,0.0453,0,0.0971,0.468,128.904,0VbKwqG66vbnoXBKD3Ax3g,209107,4,A major
0.622,0.79,E,-6.333,major,0.0286,0.0361,5.93e-5,0.111,0.701,94.432,1BcZZusVDMtRy5AB4jc42g,273160,4,E major
0.624,0.803,E,-6.307,major,0.0293,0.0346,3.55e-5,0.111,0.719,94.435,1SVCwCOovH1sDZvD7s8f4n,270920,4,E major
0.614,0.79,E,-6.832,major,0.0277,0.0347,4.95e-5,0.072,0.72,94.434,1AybuQwm6svDnf2RADsY0E,273773,4,E major
0.517,0.906,C#,-3.677,major,0.0735,0.00272,9.26e-6,0.113,0.731,172.977,3l9CW99AHtExIRV4hW2N5m,211520,4,C# major
0.579,0.567,D,-5.992,minor,0.0288,0.0193,0,0.117,0.339,107.979,4oJ4XZwQA2cLMBnRtYSSIb,246333,4,D minor
0.626,0.856,G#,-4.114,major,0.0463,0.0081,3.8e-6,0.13,0.699,112.078,7C2Th9WKovi6NyjGoqaPsK,190560,4,G# major
0.791,0.816,C,-4.307,minor,0.0353,0.0461,5.59e-6,0.315,0.886,121.016,2JYfOWlrwIpuAP9YuK2X55,208907,4,C minor
0.695,0.731,F,-2.15,major,0.034,0.318,0,0.143,0.497,122.522,7GQjJEwqlp6m5HNWVQd6OR,215853,4,F major
0.715,0.722,F,-2.533,major,0.0316,0.322,0,0.139,0.436,122.479,0r7IrJpTAqS2LL5cetiWmA,216133,4,F major
0.767,0.872,A#,-4.25,minor,0.0761,0.153,0,0.518,0.565,112.6,74OqjT3PMVWlZAyqUt4FgG,263280,4,A# minor
0.785,0.582,F,-4.877,minor,0.237,0.191,0,0.2,0.861,71.774,07Tx168RSsUS1HqkDIOZbH,231360,4,F minor
0.578,0.471,E,-7.27,major,0.0289,0.368,0,0.159,0.532,133.061,4GiXBCUF7H6YfNQsnBRIzl,196707,4,E major
0.571,0.759,D,-4.737,major,0.028,0.0438,0,0.12,0.537,80.037,2FK6vzPj87ouVnzrbvdfEv,236347,4,D major
0.466,0.37,C#,-6.537,major,0.03,0.732,0,0.123,0.229,122.967,7o4wdxeKzQD5N5WIcgbo7I,237960,4,C# major
0.581,0.739,B,-3.953,major,0.0264,0.293,0,0.114,0.668,114.093,1FWAB1KZHJnAeET0288xha,247880,4,B major
0.573,0.744,B,-4.242,major,0.0267,0.268,0,0.116,0.614,114.095,2HfiogQ4F5krXYGGuxJUn6,247880,4,B major
0.586,0.67,B,-6.955,major,0.0261,0.219,0,0.106,0.603,114.068,78rE340nCSrFIpjPTNEZEC,248147,4,B major
0.586,0.682,B,-6.61,major,0.0261,0.224,0,0.0938,0.598,114.054,0p4kTOSBrnWgm1AHS1HAEU,247733,4,B major
0.684,0.606,F,-7.268,minor,0.0504,0.17,0,0.058,0.723,127.901,6TlRNJaezOdzdECnQeRuMM,275107,4,F minor
0.527,0.696,C#,-6.015,minor,0.361,0.209,0,0.0516,0.499,100.614,1OuvgRAlApfbRinqPze2f1,244760,4,C# minor
0.527,0.696,C#,-6.015,minor,0.361,0.209,0,0.0516,0.499,100.614,7cV0VQRgQFZBfhzf4AOjUO,244760,4,C# minor
0.605,0.386,G#,-8.008,major,0.0337,0.553,0,0.152,0.148,132.885,6v7fitqxmK10n5bQS2AqpA,195907,4,G# major
0.573,0.53,G#,-5.184,major,0.0258,0.232,0,0.133,0.191,133.877,3dS2fOYTy6Ve3SAnWL39bA,193293,4,G# major
0.644,0.835,G,-2.583,major,0.0449,0.294,5.1e-6,0.0751,0.681,100.968,1NrGMc76fXZSh4Ae8AiLVr,233093,4,G major
0.487,0.653,B,-5.393,major,0.0522,0.109,5.15e-6,0.112,0.319,159.42,5bQ8psGbXl0heZAiwG9jW6,236027,4,B major
0.616,0.627,F,-6.063,minor,0.0511,0.015,0,0.807,0.0963,80.055,7HY5io2QY4dtAiC6IJEbAD,271600,4,F minor
0.676,0.821,G,-4.302,major,0.127,0.0253,0.12,0.378,0.906,124.015,6rKOKHJK3OQuV3FctJltvH,254053,4,G major
0.672,0.794,B,-3.609,minor,0.126,0.0266,2.53e-4,0.457,0.868,124.038,6YR8z1rynfp01bxYLo3sSA,252507,4,B minor
0.591,0.824,G,-5.531,major,0.0524,0.12,0.0915,0.405,0.907,133.488,7ETAlioMqLiN1CwL59vJNl,296013,4,G major
0.557,0.856,G,-5.294,major,0.0687,0.0882,0.0326,0.681,0.846,133.527,0UCQ9RkNu2cjZclKFMwvEL,289413,4,G major
0.589,0.829,G,-5.795,major,0.0519,0.127,0.137,0.448,0.911,133.531,6Pm3R53h5negeVYwXBqsO1,295667,4,G major
0.492,0.484,A,-8.017,major,0.0296,0.196,0,0.0913,0.269,141.198,6phshA3MttETCoFaQewh9N,298027,4,A major
0.482,0.499,A,-7.725,major,0.0291,0.279,0,0.0778,0.312,142.138,5qPdntxHLXdCvnSpvKopIF,299640,4,A major
0.502,0.509,A,-7.617,major,0.0292,0.241,0,0.0969,0.313,141.889,0xpojbNIa8N7UiTT30cprC,297987,4,A major
0.581,0.827,C#,-4.566,major,0.141,0.0101,0,0.0522,0.549,174.013,5i66xrvSh1MjjyDd6zcwgj,275987,4,C# major
0.585,0.833,C#,-4.569,major,0.113,0.00923,0,0.0452,0.597,174.01,0a1vOhpBblkpapGPICEngd,275987,4,C# major
0.657,0.291,D,-10.572,major,0.0293,0.872,0,0.114,0.298,103.973,4RCWB3V8V0dignt99LZ8vH,232533,4,D major
0.51,0.376,D,-10.995,major,0.0307,0.865,1.21e-4,0.113,0.321,103.851,0xM88xobymkMgg46MStfnV,232853,4,D major
0.805,0.852,G,-2.431,major,0.0363,0.00501,3.43e-4,0.0599,0.881,113.999,0UWGKR6b4nJCvK7Q1yjgjh,211080,4,G major
